time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2021-11-10 11:8:22.2340,-2.206,-0.3,-0.324,12.49,0.67,1.84,-2.79,-0.12,2.12
2021-11-10 11:8:22.2450,-2.142,-0.277,-0.323,12.15,1.42,2.05,-2.48,0.04,1.79
2021-11-10 11:8:22.2540,-2.073,-0.256,-0.342,11.63,1.41,1.96,-2.33,0.13,1.51
2021-11-10 11:8:22.2650,-1.992,-0.214,-0.328,10.93,1.4,2.08,-2.29,0.14,1.23
2021-11-10 11:8:22.2740,-1.897,-0.186,-0.322,10.18,1.17,2.05,-2.31,0.11,0.93
2021-11-10 11:8:22.2840,-1.794,-0.168,-0.331,9.3,0.9,1.86,-2.39,-0.2,0.38
2021-11-10 11:8:22.2940,-1.679,-0.165,-0.332,8.3,0.81,1.93,-2.39,-0.2,0.38
2021-11-10 11:8:22.3040,-1.559,-0.194,-0.342,7.22,0.72,1.96,-2.35,-0.45,0.13
2021-11-10 11:8:22.3130,-1.454,-0.234,-0.349,6.03,0.95,2.08,-2.26,-0.72,-0.07
2021-11-10 11:8:22.3240,-1.385,-0.249,-0.364,4.89,1.34,2.22,-2.2,-0.92,-0.18
2021-11-10 11:8:22.3340,-1.341,-0.232,-0.375,4.09,1.63,2.41,-2.23,-0.98,-0.2
2021-11-10 11:8:22.3430,-1.32,-0.206,-0.386,3.56,1.55,2.62,-2.33,-0.91,-0.17
2021-11-10 11:8:22.3540,-1.307,-0.167,-0.404,3.27,1.34,2.77,-2.47,-0.73,-0.12
2021-11-10 11:8:22.3640,-1.293,-0.134,-0.424,3.13,1.01,2.96,-2.6,-0.5,-0.09
2021-11-10 11:8:22.3730,-1.278,-0.104,-0.452,2.99,0.67,3.17,-2.63,-0.03,-0.21
2021-11-10 11:8:22.3830,-1.245,-0.08,-0.49,2.87,0.38,3.39,-2.63,-0.03,-0.21
2021-11-10 11:8:22.3950,-1.199,-0.073,-0.531,2.21,-0.05,4.09,-2.49,0.07,-0.32
2021-11-10 11:8:22.4030,-1.149,-0.079,-0.567,1.72,-0.05,4.46,-1.98,-0.11,-0.57
2021-11-10 11:8:22.4140,-1.11,-0.085,-0.598,1.72,-0.05,4.46,-1.98,-0.11,-0.57
2021-11-10 11:8:22.4240,-1.097,-0.083,-0.614,1.27,-0.03,4.78,-1.64,-0.11,-0.56
2021-11-10 11:8:22.4340,-1.099,-0.066,-0.616,1.07,-0.04,5.01,-1.64,-0.11,-0.56
2021-11-10 11:8:22.4440,-1.115,-0.041,-0.613,1.03,-0.19,5.04,-1.62,0.67,-0.26
2021-11-10 11:8:22.4540,-1.125,-0.02,-0.611,1.16,-0.43,4.96,-1.62,0.67,-0.26
2021-11-10 11:8:22.4640,-1.118,-0.005,-0.617,1.32,-0.8,4.69,-1.55,1.55,-0.0
2021-11-10 11:8:22.4740,-1.098,-0.0,-0.635,1.32,-0.8,4.69,-1.55,1.55,-0.0
2021-11-10 11:8:22.4830,-1.066,-0.009,-0.66,1.2,-0.88,4.65,-1.36,1.61,-0.03
2021-11-10 11:8:22.4940,-1.03,-0.015,-0.667,0.95,-0.82,4.75,-1.09,1.39,-0.16
2021-11-10 11:8:22.5040,-0.997,-0.023,-0.663,0.62,-0.76,4.77,-0.74,0.98,-0.36
2021-11-10 11:8:22.5140,-0.965,-0.037,-0.641,0.3,-0.74,4.69,-0.41,0.51,-0.56
2021-11-10 11:8:22.5240,-0.941,-0.048,-0.602,-0.01,-0.67,4.53,-0.13,0.09,-0.73
2021-11-10 11:8:22.5340,-0.923,-0.059,-0.547,-0.27,-0.63,4.22,0.07,-0.13,-0.82
2021-11-10 11:8:22.5440,-0.911,-0.069,-0.504,-0.46,-0.6,3.73,0.19,-0.19,-0.83
2021-11-10 11:8:22.5530,-0.907,-0.086,-0.457,-0.6,-0.58,3.27,0.23,-0.09,-0.77
2021-11-10 11:8:22.5640,-0.902,-0.097,-0.407,-0.65,-0.51,2.84,0.2,0.12,-0.64
2021-11-10 11:8:22.5740,-0.895,-0.105,-0.371,-0.68,-0.42,2.32,0.13,0.37,-0.51
2021-11-10 11:8:22.5840,-0.884,-0.12,-0.347,-0.72,-0.4,1.86,0.06,0.56,-0.39
2021-11-10 11:8:22.5930,-0.881,-0.127,-0.324,-0.81,-0.29,1.54,0.03,0.67,-0.3
2021-11-10 11:8:22.6030,-0.868,-0.14,-0.31,-0.83,-0.22,1.24,0.02,0.67,-0.28
2021-11-10 11:8:22.6130,-0.856,-0.149,-0.301,-0.92,-0.15,1.01,0.03,0.57,-0.3
2021-11-10 11:8:22.6230,-0.843,-0.15,-0.287,-1.03,-0.06,0.88,0.08,0.39,-0.35
2021-11-10 11:8:22.6330,-0.83,-0.156,-0.268,-1.14,-0.07,0.73,0.15,0.19,-0.39
2021-11-10 11:8:22.6430,-0.815,-0.159,-0.249,-1.25,-0.07,0.56,0.21,-0.02,-0.41
2021-11-10 11:8:22.6540,-0.809,-0.163,-0.215,-1.41,-0.07,0.4,0.21,-0.17,-0.38
2021-11-10 11:8:22.6630,-0.796,-0.169,-0.179,-1.49,-0.07,0.14,0.19,-0.25,-0.33
2021-11-10 11:8:22.6740,-0.784,-0.184,-0.16,-1.58,-0.06,-0.2,0.12,-0.27,-0.24
2021-11-10 11:8:22.6840,-0.782,-0.193,-0.137,-1.72,0.05,-0.43,0.05,-0.29,-0.14
2021-11-10 11:8:22.6930,-0.783,-0.206,-0.119,-1.78,0.15,-0.59,-0.03,-0.35,0.01
2021-11-10 11:8:22.7030,-0.794,-0.213,-0.111,-1.78,0.26,-0.78,-0.03,-0.35,0.01
2021-11-10 11:8:22.7130,-0.823,-0.211,-0.103,-1.74,0.37,-0.84,-0.04,-0.4,0.07
2021-11-10 11:8:22.7230,-0.855,-0.203,-0.103,-1.52,0.4,-0.89,-0.09,-0.36,0.16
2021-11-10 11:8:22.7330,-0.896,-0.192,-0.103,-1.22,0.34,-0.88,-0.09,-0.36,0.16
2021-11-10 11:8:22.7420,-0.938,-0.177,-0.109,-0.87,0.28,-0.84,-0.13,-0.29,0.2
2021-11-10 11:8:22.7530,-0.975,-0.162,-0.122,-0.45,0.15,-0.81,-0.2,-0.21,0.22
2021-11-10 11:8:22.7620,-1.008,-0.144,-0.135,-0.07,0.05,-0.68,-0.27,-0.12,0.23
2021-11-10 11:8:22.7740,-1.03,-0.133,-0.153,0.26,-0.1,-0.55,-0.35,-0.03,0.17
2021-11-10 11:8:22.7830,-1.044,-0.126,-0.173,0.52,-0.21,-0.4,-0.35,-0.02,0.12
2021-11-10 11:8:22.7920,-1.045,-0.126,-0.189,0.68,-0.28,-0.2,-0.35,-0.02,0.12
2021-11-10 11:8:22.8030,-1.039,-0.131,-0.209,0.69,-0.24,0.14,-0.27,-0.01,0.02
2021-11-10 11:8:22.8120,-1.028,-0.138,-0.219,0.69,-0.24,0.14,-0.27,-0.01,0.02
2021-11-10 11:8:22.8230,-1.017,-0.144,-0.225,0.6,-0.18,0.29,-0.21,-0.03,-0.01
2021-11-10 11:8:22.8330,-1.006,-0.144,-0.231,0.48,-0.1,0.35,-0.15,-0.06,-0.03
2021-11-10 11:8:22.8420,-0.997,-0.144,-0.231,0.38,-0.09,0.42,-0.11,-0.09,-0.04
2021-11-10 11:8:22.8530,-0.999,-0.142,-0.23,0.27,-0.09,0.45,-0.1,-0.09,-0.03
2021-11-10 11:8:22.8620,-0.993,-0.144,-0.225,0.27,-0.1,0.44,-0.12,-0.07,-0.03
2021-11-10 11:8:22.8730,-0.982,-0.151,-0.223,0.24,-0.1,0.41,-0.18,-0.04,-0.04
2021-11-10 11:8:22.8830,-0.968,-0.154,-0.223,0.15,-0.04,0.38,-0.2,-0.02,-0.03
2021-11-10 11:8:22.8920,-0.955,-0.159,-0.226,0.02,0.0,0.36,-0.2,-0.02,-0.03
2021-11-10 11:8:22.9020,-0.942,-0.165,-0.227,-0.11,0.04,0.38,-0.09,-0.04,-0.01
2021-11-10 11:8:22.9130,-0.935,-0.17,-0.226,-0.24,0.1,0.42,-0.09,-0.04,-0.01
2021-11-10 11:8:22.9230,-0.932,-0.169,-0.223,-0.33,0.16,0.4,-0.04,-0.03,0.01
2021-11-10 11:8:22.9320,-0.934,-0.169,-0.217,-0.39,0.18,0.4,0.0,-0.02,0.02
2021-11-10 11:8:22.9430,-0.941,-0.169,-0.214,-0.38,0.16,0.34,0.02,-0.01,0.03
2021-11-10 11:8:22.9520,-0.947,-0.163,-0.213,-0.33,0.18,0.3,0.01,-0.01,0.04
2021-11-10 11:8:22.9630,-0.955,-0.153,-0.213,-0.26,0.15,0.28,-0.03,-0.03,0.05
2021-11-10 11:8:22.9720,-0.961,-0.144,-0.216,-0.2,0.07,0.28,-0.09,-0.08,0.05
2021-11-10 11:8:22.9830,-0.966,-0.139,-0.216,-0.13,-0.02,0.31,-0.15,-0.15,0.04
2021-11-10 11:8:22.9930,-0.968,-0.136,-0.225,-0.08,-0.09,0.33,-0.2,-0.25,0.02
2021-11-10 11:8:23.0020,-0.969,-0.136,-0.235,-0.07,-0.1,0.4,-0.2,-0.25,0.02
2021-11-10 11:8:23.0120,-0.972,-0.139,-0.242,-0.05,-0.12,0.52,-0.16,-0.26,-0.02
2021-11-10 11:8:23.0230,-0.972,-0.143,-0.252,-0.03,-0.09,0.62,-0.01,-0.18,-0.08
2021-11-10 11:8:23.0320,-0.973,-0.143,-0.248,-0.02,-0.07,0.73,-0.01,-0.18,-0.08
2021-11-10 11:8:23.0430,-0.969,-0.141,-0.241,-0.01,-0.05,0.76,0.06,-0.07,-0.09
2021-11-10 11:8:23.0530,-0.963,-0.142,-0.236,-0.03,-0.09,0.68,0.12,0.04,-0.07
2021-11-10 11:8:23.0620,-0.96,-0.138,-0.227,-0.09,-0.09,0.62,0.13,0.15,-0.04
2021-11-10 11:8:23.0720,-0.958,-0.132,-0.219,-0.13,-0.11,0.54,0.12,0.23,-0.02
2021-11-10 11:8:23.0820,-0.956,-0.123,-0.216,-0.14,-0.16,0.42,0.1,0.23,-0.01
2021-11-10 11:8:23.0920,-0.955,-0.119,-0.215,-0.17,-0.31,0.34,0.04,0.01,-0.0
2021-11-10 11:8:23.1020,-0.952,-0.119,-0.211,-0.17,-0.31,0.34,0.04,0.01,-0.0
2021-11-10 11:8:23.1110,-0.955,-0.124,-0.205,-0.2,-0.31,0.33,0.0,-0.18,-0.0
2021-11-10 11:8:23.1220,-0.964,-0.134,-0.199,-0.2,-0.3,0.28,0.0,-0.18,-0.0
2021-11-10 11:8:23.1320,-0.969,-0.141,-0.197,-0.12,-0.21,0.23,-0.01,-0.15,-0.01
2021-11-10 11:8:23.1420,-0.971,-0.148,-0.198,-0.06,-0.12,0.2,-0.0,-0.07,0.0
2021-11-10 11:8:23.1510,-0.97,-0.152,-0.198,-0.02,-0.05,0.21,0.01,0.03,0.01
2021-11-10 11:8:23.1620,-0.969,-0.153,-0.199,-0.03,0.0,0.2,0.04,0.13,0.02
2021-11-10 11:8:23.1710,-0.964,-0.15,-0.2,-0.04,0.02,0.18,0.06,0.18,0.03
2021-11-10 11:8:23.1810,-0.959,-0.15,-0.2,-0.06,0.01,0.18,0.09,0.19,0.03
2021-11-10 11:8:23.1920,-0.958,-0.149,-0.197,-0.11,0.0,0.17,0.09,0.13,0.03
2021-11-10 11:8:23.2020,-0.96,-0.147,-0.196,-0.14,0.0,0.13,0.09,0.13,0.03
2021-11-10 11:8:23.2110,-0.961,-0.145,-0.197,-0.13,-0.01,0.1,0.07,0.09,0.03
2021-11-10 11:8:23.2220,-0.962,-0.147,-0.197,-0.11,-0.03,0.11,0.06,0.04,0.02
2021-11-10 11:8:23.2320,-0.966,-0.15,-0.199,-0.11,-0.03,0.11,0.05,-0.02,0.01
2021-11-10 11:8:23.2410,-0.968,-0.151,-0.195,-0.08,0.0,0.12,0.04,-0.05,-0.0
2021-11-10 11:8:23.2510,-0.966,-0.154,-0.194,-0.05,0.01,0.12,0.04,-0.06,-0.01
2021-11-10 11:8:23.2610,-0.962,-0.153,-0.194,-0.05,0.04,0.09,0.03,-0.04,-0.03
2021-11-10 11:8:23.2710,-0.964,-0.15,-0.192,-0.09,0.05,0.1,0.03,-0.02,-0.03
2021-11-10 11:8:23.2820,-0.964,-0.154,-0.193,-0.09,0.02,0.08,0.02,0.01,-0.01
2021-11-10 11:8:23.2920,-0.964,-0.156,-0.192,-0.07,0.03,0.08,0.0,0.03,0.01
2021-11-10 11:8:23.3020,-0.963,-0.155,-0.196,-0.08,0.07,0.07,-0.01,0.06,0.02
2021-11-10 11:8:23.3120,-0.961,-0.152,-0.2,-0.08,0.06,0.08,-0.02,0.09,0.02
2021-11-10 11:8:23.3220,-0.967,-0.146,-0.204,-0.1,0.05,0.11,-0.03,0.1,0.03
2021-11-10 11:8:23.3320,-0.971,-0.146,-0.21,-0.08,0.0,0.14,-0.02,0.06,0.02
2021-11-10 11:8:23.3420,-0.97,-0.148,-0.211,-0.02,-0.02,0.18,-0.02,0.06,0.02
2021-11-10 11:8:23.3510,-0.965,-0.149,-0.212,0.0,0.01,0.21,0.0,0.04,0.01
2021-11-10 11:8:23.3610,-0.96,-0.149,-0.213,-0.04,0.02,0.21,0.02,0.02,-0.01
2021-11-10 11:8:23.3720,-0.962,-0.145,-0.209,-0.1,0.02,0.23,0.05,0.0,-0.03
2021-11-10 11:8:23.3810,-0.958,-0.139,-0.207,-0.1,0.0,0.21,0.06,-0.01,-0.03
2021-11-10 11:8:23.3920,-0.953,-0.137,-0.203,-0.11,-0.07,0.17,0.07,-0.03,-0.03
2021-11-10 11:8:23.4010,-0.947,-0.138,-0.198,-0.16,-0.11,0.16,0.06,-0.04,-0.03
2021-11-10 11:8:23.4110,-0.947,-0.139,-0.197,-0.22,-0.11,0.11,0.04,-0.03,-0.02
2021-11-10 11:8:23.4220,-0.95,-0.142,-0.199,-0.25,-0.1,0.08,0.02,-0.03,0.0
2021-11-10 11:8:23.4300,-0.949,-0.145,-0.195,-0.22,-0.04,0.08,-0.01,0.02,0.03
2021-11-10 11:8:23.4410,-0.952,-0.146,-0.197,-0.22,-0.04,0.08,-0.01,0.02,0.03
2021-11-10 11:8:23.4510,-0.958,-0.145,-0.201,-0.21,-0.01,0.06,-0.02,0.04,0.05
2021-11-10 11:8:23.4620,-0.961,-0.145,-0.205,-0.16,-0.01,0.1,-0.04,0.07,0.05
2021-11-10 11:8:23.4710,-0.962,-0.146,-0.211,-0.11,-0.01,0.12,-0.05,0.09,0.05
2021-11-10 11:8:23.4820,-0.963,-0.142,-0.211,-0.09,0.0,0.18,-0.04,0.11,0.05
2021-11-10 11:8:23.4910,-0.968,-0.137,-0.216,-0.1,-0.01,0.19,-0.04,0.1,0.04
2021-11-10 11:8:23.5010,-0.969,-0.14,-0.218,-0.04,-0.06,0.19,-0.04,0.1,0.03
2021-11-10 11:8:23.5110,-0.968,-0.141,-0.216,-0.03,-0.05,0.24,-0.03,0.11,0.02
2021-11-10 11:8:23.5210,-0.965,-0.143,-0.218,-0.02,-0.03,0.19,-0.03,0.11,0.02
2021-11-10 11:8:23.5310,-0.968,-0.144,-0.217,-0.04,-0.02,0.21,-0.02,0.12,0.04
2021-11-10 11:8:23.5410,-0.972,-0.141,-0.216,-0.04,0.02,0.19,-0.01,0.14,0.05
2021-11-10 11:8:23.5500,-0.973,-0.145,-0.218,0.01,0.0,0.15,-0.01,0.14,0.06
2021-11-10 11:8:23.5610,-0.975,-0.146,-0.218,0.02,0.02,0.16,-0.03,0.15,0.06
2021-11-10 11:8:23.5700,-0.978,-0.143,-0.22,0.04,0.05,0.14,-0.04,0.15,0.06
2021-11-10 11:8:23.5810,-0.983,-0.137,-0.222,0.07,0.04,0.15,-0.04,0.15,0.04
2021-11-10 11:8:23.5910,-0.98,-0.138,-0.227,0.12,0.0,0.15,-0.04,0.12,0.03
2021-11-10 11:8:23.6010,-0.98,-0.142,-0.229,0.12,-0.03,0.18,-0.01,0.07,-0.0
2021-11-10 11:8:23.6110,-0.981,-0.142,-0.229,0.11,0.01,0.21,0.01,0.01,-0.02
2021-11-10 11:8:23.6210,-0.986,-0.141,-0.228,0.11,0.03,0.22,0.03,-0.03,-0.04
2021-11-10 11:8:23.6310,-0.985,-0.144,-0.224,0.15,0.0,0.22,0.03,-0.03,-0.06
2021-11-10 11:8:23.6400,-0.983,-0.148,-0.224,0.17,0.02,0.19,0.0,0.06,-0.06
2021-11-10 11:8:23.6510,-0.978,-0.15,-0.226,0.14,0.05,0.17,0.0,0.06,-0.06
2021-11-10 11:8:23.6600,-0.974,-0.149,-0.229,0.11,0.07,0.18,-0.01,0.09,-0.05
2021-11-10 11:8:23.6710,-0.97,-0.147,-0.232,0.07,0.08,0.18,-0.02,0.11,-0.04
2021-11-10 11:8:23.6810,-0.968,-0.147,-0.236,0.04,0.05,0.21,-0.01,0.11,-0.04
2021-11-10 11:8:23.6910,-0.965,-0.148,-0.237,0.01,0.04,0.23,0.01,0.09,-0.04
2021-11-10 11:8:23.7000,-0.962,-0.147,-0.237,-0.02,0.05,0.25,0.03,0.06,-0.05
2021-11-10 11:8:23.7100,-0.96,-0.147,-0.234,-0.05,0.04,0.24,0.06,0.03,-0.06
2021-11-10 11:8:23.7200,-0.957,-0.145,-0.23,-0.06,0.03,0.24,0.09,0.0,-0.08
2021-11-10 11:8:23.7310,-0.954,-0.143,-0.226,-0.09,0.02,0.18,0.09,0.0,-0.08
2021-11-10 11:8:23.7410,-0.949,-0.142,-0.222,-0.12,-0.02,0.16,0.09,-0.0,-0.07
2021-11-10 11:8:23.7510,-0.947,-0.14,-0.22,-0.15,-0.04,0.11,0.09,-0.01,-0.07
2021-11-10 11:8:23.7610,-0.945,-0.14,-0.217,-0.19,-0.07,0.09,0.07,-0.01,-0.06
2021-11-10 11:8:23.7710,-0.944,-0.141,-0.215,-0.21,-0.08,0.07,0.06,-0.02,-0.05
2021-11-10 11:8:23.7800,-0.945,-0.144,-0.212,-0.22,-0.07,0.04,0.02,0.01,-0.03
2021-11-10 11:8:23.7900,-0.945,-0.145,-0.21,-0.21,-0.06,0.02,0.02,0.01,-0.03
2021-11-10 11:8:23.8000,-0.943,-0.144,-0.209,-0.21,-0.04,0.0,0.01,0.02,-0.03
2021-11-10 11:8:23.8110,-0.939,-0.145,-0.21,-0.22,-0.04,-0.03,0.02,0.01,-0.04
2021-11-10 11:8:23.8210,-0.935,-0.146,-0.209,-0.25,-0.05,-0.02,0.02,-0.01,-0.05
2021-11-10 11:8:23.8310,-0.931,-0.145,-0.208,-0.29,-0.03,-0.02,0.02,-0.03,-0.05
2021-11-10 11:8:23.8410,-0.928,-0.143,-0.21,-0.33,-0.05,-0.04,0.02,-0.05,-0.05
2021-11-10 11:8:23.8500,-0.926,-0.139,-0.208,-0.37,-0.07,-0.01,0.01,-0.07,-0.05
2021-11-10 11:8:23.8610,-0.929,-0.136,-0.207,-0.39,-0.11,-0.01,-0.01,-0.09,-0.04
2021-11-10 11:8:23.8710,-0.93,-0.134,-0.207,-0.38,-0.14,-0.02,-0.05,-0.06,-0.0
2021-11-10 11:8:23.8810,-0.931,-0.133,-0.209,-0.36,-0.17,-0.02,-0.05,-0.05,0.01
2021-11-10 11:8:23.8900,-0.931,-0.132,-0.213,-0.36,-0.17,0.0,-0.05,-0.05,0.01
2021-11-10 11:8:23.9000,-0.93,-0.134,-0.215,-0.35,-0.18,0.03,-0.03,-0.05,0.01
2021-11-10 11:8:23.9100,-0.929,-0.136,-0.215,-0.36,-0.18,0.07,-0.01,-0.04,0.02
2021-11-10 11:8:23.9200,-0.924,-0.137,-0.215,-0.37,-0.14,0.08,0.01,-0.02,0.02
2021-11-10 11:8:23.9310,-0.918,-0.135,-0.214,-0.41,-0.13,0.08,0.01,0.0,0.03
2021-11-10 11:8:23.9400,-0.916,-0.132,-0.216,-0.47,-0.13,0.07,0.01,0.02,0.05
2021-11-10 11:8:23.9500,-0.917,-0.126,-0.218,-0.51,-0.14,0.08,-0.05,0.04,0.1
2021-11-10 11:8:23.9610,-0.918,-0.124,-0.219,-0.5,-0.19,0.1,-0.05,0.04,0.1
2021-11-10 11:8:23.9700,-0.918,-0.124,-0.225,-0.49,-0.22,0.1,-0.08,0.03,0.12
2021-11-10 11:8:23.9800,-0.919,-0.122,-0.232,-0.49,-0.2,0.13,-0.07,-0.02,0.13
2021-11-10 11:8:23.9900,-0.919,-0.121,-0.234,-0.49,-0.19,0.21,-0.07,-0.02,0.13
2021-11-10 11:8:23.9990,-0.92,-0.121,-0.237,-0.49,-0.2,0.24,-0.04,-0.03,0.13
2021-11-10 11:8:24.0100,-0.922,-0.118,-0.233,-0.49,-0.18,0.28,0.0,-0.02,0.14
2021-11-10 11:8:24.0190,-0.92,-0.118,-0.227,-0.46,-0.19,0.26,0.04,0.02,0.16
2021-11-10 11:8:24.0290,-0.913,-0.117,-0.223,-0.47,-0.19,0.19,0.06,0.06,0.17
2021-11-10 11:8:24.0390,-0.903,-0.117,-0.216,-0.52,-0.18,0.15,0.07,0.1,0.18
2021-11-10 11:8:24.0500,-0.891,-0.115,-0.212,-0.6,-0.16,0.08,0.06,0.13,0.19
2021-11-10 11:8:24.0600,-0.878,-0.113,-0.204,-0.73,-0.16,0.01,0.05,0.15,0.21
2021-11-10 11:8:24.0700,-0.856,-0.111,-0.194,-0.83,-0.16,-0.05,0.04,0.16,0.22
2021-11-10 11:8:24.0790,-0.843,-0.111,-0.18,-1.03,-0.16,-0.17,0.01,0.19,0.25
2021-11-10 11:8:24.0900,-0.82,-0.11,-0.147,-1.19,-0.13,-0.29,-0.02,0.25,0.27
2021-11-10 11:8:24.1000,-0.796,-0.106,-0.115,-1.36,-0.11,-0.59,-0.1,0.39,0.3
2021-11-10 11:8:24.1100,-0.764,-0.099,-0.088,-1.59,-0.09,-0.97,-0.16,0.55,0.34
2021-11-10 11:8:24.1190,-0.726,-0.095,-0.06,-1.86,-0.12,-1.31,-0.2,0.68,0.4
2021-11-10 11:8:24.1310,-0.687,-0.088,-0.027,-2.21,-0.13,-1.65,-0.22,0.75,0.49
2021-11-10 11:8:24.1390,-0.649,-0.081,0.011,-2.58,-0.12,-2.02,-0.24,0.72,0.61
2021-11-10 11:8:24.1500,-0.634,-0.071,0.067,-2.96,-0.11,-2.44,-0.31,0.6,0.78
2021-11-10 11:8:24.1590,-0.634,-0.078,0.144,-3.16,-0.12,-2.97,-0.48,0.48,0.94
2021-11-10 11:8:24.1690,-0.599,-0.064,0.221,-3.29,0.02,-3.68,-0.77,0.45,1.11
2021-11-10 11:8:24.1800,-0.639,-0.048,0.269,-3.4,0.13,-4.56,-1.19,0.45,1.25
2021-11-10 11:8:24.1900,-0.697,-0.049,0.324,-3.42,0.09,-5.16,-1.63,0.52,1.42
2021-11-10 11:8:24.1990,-0.76,-0.051,0.373,-2.77,0.25,-5.71,-2.0,0.63,1.6
2021-11-10 11:8:24.2090,-0.863,-0.065,0.404,-2.22,0.48,-6.32,-2.26,0.65,1.8
2021-11-10 11:8:24.2200,-0.999,-0.069,0.439,-0.08,1.2,-7.09,-2.64,0.79,2.22
2021-11-10 11:8:24.2290,-1.145,-0.087,0.491,-0.08,1.2,-7.09,-2.64,0.79,2.22
2021-11-10 11:8:24.2390,-1.295,-0.129,0.544,1.37,1.56,-7.59,-2.9,1.07,2.35
2021-11-10 11:8:24.2490,-1.452,-0.143,0.572,2.9,2.26,-8.25,-3.31,1.41,2.34
2021-11-10 11:8:24.2600,-1.627,-0.114,0.568,4.48,2.86,-8.72,-3.76,1.54,2.16
2021-11-10 11:8:24.2700,-1.83,-0.065,0.566,6.19,3.02,-8.85,-4.12,1.39,1.83
2021-11-10 11:8:24.2790,-2.029,-0.02,0.542,8.16,2.87,-8.83,-4.34,0.99,1.39
2021-11-10 11:8:24.2890,-2.199,-0.017,0.464,10.22,2.61,-8.68,-4.48,0.41,0.82
2021-11-10 11:8:24.3000,-2.379,-0.018,0.392,12.0,2.59,-8.01,-4.62,-0.1,0.21
2021-11-10 11:8:24.3090,-2.555,0.02,0.332,13.64,2.81,-7.04,-4.75,-0.31,-0.37
2021-11-10 11:8:24.3190,-2.662,0.103,0.241,15.49,2.65,-6.33,-4.83,-0.32,-0.97
2021-11-10 11:8:24.3290,-2.72,0.195,0.132,16.73,2.02,-5.4,-4.86,-0.28,-1.59
2021-11-10 11:8:24.3390,-2.743,0.281,0.022,17.4,1.03,-4.23,-4.85,-0.24,-2.16
2021-11-10 11:8:24.3490,-2.735,0.388,-0.085,17.68,0.11,-2.99,-4.8,-0.21,-2.66
2021-11-10 11:8:24.3580,-2.729,0.484,-0.182,17.61,-1.05,-1.79,-4.73,-0.2,-3.06
2021-11-10 11:8:24.3690,-2.724,0.56,-0.271,17.45,-2.26,-0.68,-4.67,-0.13,-3.36
2021-11-10 11:8:24.3780,-2.727,0.615,-0.333,17.3,-3.31,0.33,-4.61,0.13,-3.54
2021-11-10 11:8:24.3900,-2.682,0.676,-0.403,17.33,-4.15,1.1,-4.53,0.59,-3.69
2021-11-10 11:8:24.3980,-2.612,0.717,-0.518,17.01,-5.01,1.63,-4.43,1.03,-3.89
2021-11-10 11:8:24.4090,-2.546,0.772,-0.594,16.35,-5.79,2.61,-4.24,1.37,-4.12
2021-11-10 11:8:24.4190,-2.461,0.821,-0.659,15.69,-6.55,3.44,-3.93,1.58,-4.39
2021-11-10 11:8:24.4290,-2.345,0.866,-0.762,14.95,-7.47,3.91,-3.59,1.64,-4.7
2021-11-10 11:8:24.4390,-2.265,0.936,-0.853,13.93,-8.25,4.62,-3.3,1.53,-5.04
2021-11-10 11:8:24.4490,-2.203,1.005,-0.855,13.0,-9.28,5.55,-2.98,1.4,-5.33
2021-11-10 11:8:24.4590,-2.152,1.057,-0.833,12.42,-10.44,5.75,-2.6,1.35,-5.52
2021-11-10 11:8:24.4680,-2.096,1.1,-0.824,12.0,-11.45,5.36,-2.26,1.37,-5.61
2021-11-10 11:8:24.4790,-2.023,1.114,-0.796,11.59,-12.38,5.1,-1.98,1.52,-5.61
2021-11-10 11:8:24.4890,-1.919,1.101,-0.786,11.14,-13.08,4.71,-1.76,1.77,-5.58
2021-11-10 11:8:24.4980,-1.796,1.09,-0.812,10.41,-13.48,4.28,-1.61,1.98,-5.56
2021-11-10 11:8:24.5090,-1.667,1.09,-0.862,9.5,-13.75,4.19,-1.52,2.05,-5.61
2021-11-10 11:8:24.5190,-1.569,1.098,-0.905,8.47,-14.15,4.39,-1.46,1.99,-5.67
2021-11-10 11:8:24.5280,-1.511,1.127,-0.905,7.66,-14.6,4.69,-1.35,1.89,-5.7
2021-11-10 11:8:24.5390,-1.467,1.139,-0.86,7.25,-15.21,4.66,-1.15,1.91,-5.65
2021-11-10 11:8:24.5480,-1.412,1.126,-0.818,7.15,-15.81,4.17,-0.87,2.08,-5.54
2021-11-10 11:8:24.5590,-1.334,1.058,-0.802,7.04,-16.14,3.48,-0.25,2.58,-5.15
2021-11-10 11:8:24.5690,-1.239,0.95,-0.793,6.74,-16.05,3.06,-0.25,2.58,-5.15
2021-11-10 11:8:24.5790,-1.147,0.869,-0.779,6.25,-15.38,2.78,0.02,2.83,-4.93
2021-11-10 11:8:24.5900,-1.07,0.831,-0.759,5.76,-14.74,2.51,0.25,3.02,-4.76
2021-11-10 11:8:24.5990,-1.009,0.835,-0.714,5.37,-14.47,2.19,0.44,3.16,-4.63
2021-11-10 11:8:24.6090,-0.959,0.839,-0.676,5.21,-14.66,1.71,0.63,3.21,-4.54
2021-11-10 11:8:24.6180,-0.912,0.827,-0.639,5.13,-14.98,1.18,0.8,3.19,-4.44
2021-11-10 11:8:24.6290,-0.863,0.794,-0.585,5.16,-15.17,0.79,0.98,3.17,-4.32
