time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2021-11-10 11:9:35.0340,0.198,0.77,-0.205,-0.82,1.68,1.33,0.59,-0.12,-0.38
2021-11-10 11:9:35.0440,0.138,0.765,-0.209,-0.12,1.94,1.23,0.5,-0.13,-0.4
2021-11-10 11:9:35.0550,0.08,0.77,-0.202,0.44,2.05,1.2,0.42,-0.09,-0.4
2021-11-10 11:9:35.0640,0.039,0.79,-0.189,1.0,2.03,1.14,0.38,-0.01,-0.38
2021-11-10 11:9:35.0730,-0.001,0.818,-0.176,1.42,1.91,1.01,0.38,0.12,-0.34
2021-11-10 11:9:35.0840,-0.023,0.839,-0.18,1.79,1.64,0.81,0.39,0.25,-0.28
2021-11-10 11:9:35.0940,-0.009,0.862,-0.199,2.09,1.42,0.77,0.4,0.35,-0.22
2021-11-10 11:9:35.1050,0.011,0.864,-0.211,2.05,1.18,0.87,0.39,0.44,-0.16
2021-11-10 11:9:35.1140,0.035,0.845,-0.224,1.84,1.06,1.02,0.39,0.52,-0.11
2021-11-10 11:9:35.1250,0.075,0.82,-0.244,1.64,1.19,1.08,0.38,0.61,-0.0
2021-11-10 11:9:35.1330,0.124,0.798,-0.268,1.32,1.42,1.23,0.38,0.61,-0.0
2021-11-10 11:9:35.1440,0.172,0.775,-0.296,0.87,1.66,1.44,0.37,0.63,0.03
2021-11-10 11:9:35.1540,0.214,0.747,-0.322,0.39,1.85,1.67,0.32,0.6,0.06
2021-11-10 11:9:35.1640,0.251,0.717,-0.346,-0.04,2.12,1.94,0.25,0.54,0.06
2021-11-10 11:9:35.1740,0.281,0.688,-0.377,-0.4,2.39,2.15,0.17,0.47,0.05
2021-11-10 11:9:35.1840,0.298,0.662,-0.408,-0.72,2.68,2.43,0.07,0.4,0.05
2021-11-10 11:9:35.1940,0.305,0.645,-0.431,-0.92,2.95,2.75,-0.03,0.33,0.07
2021-11-10 11:9:35.2030,0.301,0.643,-0.436,-1.02,3.16,3.02,-0.21,0.13,0.14
2021-11-10 11:9:35.2140,0.289,0.652,-0.431,-1.0,3.24,3.17,-0.21,0.13,0.14
2021-11-10 11:9:35.2240,0.277,0.674,-0.404,-0.89,3.19,3.17,-0.26,-0.02,0.16
2021-11-10 11:9:35.2330,0.284,0.698,-0.359,-0.74,3.02,3.04,-0.44,-0.27,0.16
2021-11-10 11:9:35.2450,0.3,0.725,-0.323,-0.71,2.79,2.66,-0.44,-0.27,0.16
2021-11-10 11:9:35.2540,0.31,0.774,-0.29,-0.85,2.53,2.29,-0.54,-0.43,0.15
2021-11-10 11:9:35.2640,0.288,0.865,-0.252,-0.99,2.17,2.05,-0.58,-0.56,0.14
2021-11-10 11:9:35.2730,0.249,0.986,-0.236,-0.88,1.44,1.69,-0.54,-0.6,0.13
2021-11-10 11:9:35.2830,0.205,1.114,-0.25,-0.54,0.34,1.48,-0.37,-0.3,0.09
2021-11-10 11:9:35.2930,0.175,1.231,-0.311,-0.09,-0.91,1.52,-0.37,-0.3,0.09
2021-11-10 11:9:35.3040,0.143,1.338,-0.38,0.26,-2.11,1.97,-0.21,-0.02,0.07
2021-11-10 11:9:35.3130,0.112,1.415,-0.428,0.56,-3.2,2.7,0.01,0.25,0.04
2021-11-10 11:9:35.3240,0.082,1.432,-0.454,0.88,-4.11,3.23,0.21,0.41,0.0
2021-11-10 11:9:35.3330,0.051,1.413,-0.388,1.17,-4.51,3.61,0.31,0.47,-0.08
2021-11-10 11:9:35.3440,0.018,1.467,-0.258,1.47,-4.38,3.32,0.38,0.49,-0.2
2021-11-10 11:9:35.3530,0.018,1.706,-0.117,1.76,-4.47,2.16,0.59,0.39,-0.35
2021-11-10 11:9:35.3630,0.145,2.058,-0.038,1.94,-6.09,0.7,0.71,0.35,-0.48
2021-11-10 11:9:35.3730,0.34,2.235,0.001,1.2,-9.37,-0.45,0.47,0.52,-0.63
2021-11-10 11:9:35.3830,0.342,2.01,0.142,-0.8,-12.11,-0.77,0.14,0.97,-0.72
2021-11-10 11:9:35.3930,0.162,1.527,0.237,-1.78,-11.42,-1.78,0.13,1.34,-0.63
2021-11-10 11:9:35.4030,-0.03,1.09,0.198,-0.52,-7.27,-3.15,0.5,1.33,-0.41
2021-11-10 11:9:35.4130,-0.156,0.825,0.105,1.47,-2.54,-3.21,0.89,1.15,-0.2
2021-11-10 11:9:35.4240,-0.183,0.675,-0.05,2.97,0.68,-2.57,1.03,0.91,-0.01
2021-11-10 11:9:35.4340,-0.112,0.605,-0.179,3.67,2.47,-1.31,0.9,0.64,0.14
2021-11-10 11:9:35.4430,0.006,0.613,-0.199,3.29,3.45,0.11,0.65,0.41,0.23
2021-11-10 11:9:35.4530,0.121,0.627,-0.111,2.29,3.61,0.75,0.38,0.29,0.25
2021-11-10 11:9:35.4630,0.183,0.634,-0.044,1.11,3.4,0.14,0.14,0.23,0.23
2021-11-10 11:9:35.4720,0.214,0.653,-0.013,0.31,3.34,-0.72,-0.11,0.14,0.17
2021-11-10 11:9:35.4830,0.219,0.69,0.041,-0.06,3.2,-1.03,-0.33,0.05,0.09
2021-11-10 11:9:35.4930,0.206,0.76,0.092,-0.21,2.92,-1.43,-0.5,-0.06,-0.0
2021-11-10 11:9:35.5030,0.18,0.876,0.151,-0.13,2.38,-1.93,-0.59,-0.17,-0.11
2021-11-10 11:9:35.5130,0.131,1.011,0.202,0.04,1.43,-2.38,-0.6,-0.21,-0.32
2021-11-10 11:9:35.5240,0.06,1.111,0.221,0.41,0.13,-2.92,-0.6,-0.21,-0.32
2021-11-10 11:9:35.5330,-0.023,1.136,0.221,0.99,-1.03,-3.16,-0.49,-0.11,-0.32
2021-11-10 11:9:35.5440,-0.097,1.102,0.209,1.76,-1.56,-3.18,-0.35,0.14,-0.24
2021-11-10 11:9:35.5540,-0.153,1.031,0.182,2.53,-1.4,-3.08,-0.15,0.85,-0.08
2021-11-10 11:9:35.5630,-0.19,0.927,0.155,3.14,-0.83,-2.84,-0.15,0.85,-0.08
2021-11-10 11:9:35.5730,-0.198,0.832,0.143,3.59,0.09,-2.51,-0.14,1.34,-0.07
2021-11-10 11:9:35.5820,-0.182,0.78,0.151,3.78,1.13,-2.29,-0.14,1.34,-0.07
2021-11-10 11:9:35.5940,-0.141,0.775,0.159,3.72,1.8,-2.26,-0.2,1.49,-0.12
2021-11-10 11:9:35.6020,-0.076,0.818,0.159,3.4,2.04,-2.31,-0.27,1.6,-0.18
2021-11-10 11:9:35.6130,-0.008,0.891,0.16,2.84,1.79,-2.28,-0.3,1.71,-0.22
2021-11-10 11:9:35.6240,0.053,0.958,0.155,2.15,1.15,-2.22,-0.24,1.92,-0.15
2021-11-10 11:9:35.6330,0.114,1.011,0.151,1.52,0.45,-2.13,-0.17,2.02,-0.09
2021-11-10 11:9:35.6430,0.163,1.032,0.15,0.93,-0.13,-2.02,-0.17,2.02,-0.09
2021-11-10 11:9:35.6530,0.204,1.011,0.142,0.39,-0.47,-1.96,-0.09,2.11,-0.03
2021-11-10 11:9:35.6630,0.233,0.965,0.123,-0.02,-0.41,-1.88,-0.01,2.18,0.02
2021-11-10 11:9:35.6730,0.254,0.919,0.097,-0.34,-0.02,-1.69,0.03,2.22,0.03
2021-11-10 11:9:35.6820,0.277,0.878,0.06,-0.56,0.44,-1.42,0.01,2.22,0.0
2021-11-10 11:9:35.6920,0.296,0.847,0.008,-0.77,0.87,-1.06,-0.08,2.16,-0.07
2021-11-10 11:9:35.7030,0.309,0.835,-0.024,-0.98,1.22,-0.53,-0.17,2.04,-0.16
2021-11-10 11:9:35.7130,0.32,0.843,-0.044,-1.14,1.41,-0.07,-0.2,1.95,-0.23
2021-11-10 11:9:35.7230,0.324,0.863,-0.07,-1.29,1.42,0.19,-0.19,1.87,-0.27
2021-11-10 11:9:35.7330,0.322,0.869,-0.09,-1.37,1.24,0.48,-0.16,1.8,-0.28
2021-11-10 11:9:35.7420,0.309,0.867,-0.111,-1.39,1.12,0.74,-0.07,1.66,-0.26
2021-11-10 11:9:35.7520,0.299,0.862,-0.126,-1.34,1.13,0.98,-0.07,1.66,-0.26
2021-11-10 11:9:35.7630,0.3,0.865,-0.137,-1.22,1.18,1.2,-0.01,1.59,-0.25
2021-11-10 11:9:35.7720,0.298,0.878,-0.15,-1.23,1.19,1.32,0.04,1.53,-0.27
2021-11-10 11:9:35.7820,0.299,0.893,-0.161,-1.25,1.11,1.47,0.08,1.48,-0.31
2021-11-10 11:9:35.7930,0.301,0.907,-0.158,-1.28,0.96,1.61,0.1,1.43,-0.35
2021-11-10 11:9:35.8020,0.312,0.917,-0.142,-1.32,0.82,1.65,0.11,1.39,-0.38
2021-11-10 11:9:35.8130,0.331,0.927,-0.126,-1.44,0.71,1.55,0.12,1.35,-0.39
2021-11-10 11:9:35.8220,0.358,0.938,-0.122,-1.64,0.63,1.38,0.1,1.31,-0.37
2021-11-10 11:9:35.8330,0.389,0.952,-0.158,-1.9,0.53,1.29,0.1,1.25,-0.33
2021-11-10 11:9:35.8420,0.424,0.961,-0.191,-2.22,0.41,1.5,0.1,1.2,-0.26
2021-11-10 11:9:35.8520,0.461,0.958,-0.213,-2.58,0.29,1.91,0.08,1.12,-0.1346486210823059
2021-11-10 11:9:35.8620,0.499,0.948,-0.226,-2.94,0.28,2.14,-0.02,0.84,-0.09
2021-11-10 11:9:35.8730,0.531,0.938,-0.243,-3.34,0.36,2.33,-0.02,0.84,-0.09
2021-11-10 11:9:35.8820,0.56,0.936,-0.274,-3.67,0.47,2.46,-0.08,0.64,-0.05
2021-11-10 11:9:35.8930,0.582,0.945,-0.301,-3.98,0.52,2.76,-0.16,0.43,-0.03
2021-11-10 11:9:35.9020,0.584,0.97,-0.314,-4.23,0.47,3.08,-0.24,0.26,-0.01
2021-11-10 11:9:35.9120,0.558,1.015,-0.311,-4.34,0.3,3.28,-0.35,0.13,0.01
2021-11-10 11:9:35.9220,0.516,1.08,-0.271,-3.81,-0.63,3.19,-0.53,-0.1,0.01
2021-11-10 11:9:35.9330,0.465,1.157,-0.215,-3.81,-0.63,3.19,-0.53,-0.1,0.01
2021-11-10 11:9:35.9420,0.391,1.247,-0.154,-3.34,-1.36,2.68,-0.6,-0.16,0.03
2021-11-10 11:9:35.9510,0.276,1.352,-0.055,-2.72,-2.19,2.2,-0.57,-0.24,0.06
2021-11-10 11:9:35.9620,0.114,1.422,0.068,-1.75,-3.19,1.43,-0.47,-0.31,0.12
2021-11-10 11:9:35.9710,0.001,1.41,0.174,-0.27,-4.1,0.29,-0.41,-0.34,0.27
2021-11-10 11:9:35.9820,-0.025,1.35,0.276,1.21,-4.29,-0.78,-0.28,-0.38,0.43
2021-11-10 11:9:35.9920,-0.045,1.276,0.318,1.75,-3.83,-1.82,-0.08,-0.47,0.55
2021-11-10 11:9:36.0020,-0.073,1.197,0.337,1.97,-3.15,-2.49,0.13,-0.55,0.64
2021-11-10 11:9:36.0120,-0.117,1.146,0.378,2.3,-2.37,-2.71,0.35,-0.53,0.71
2021-11-10 11:9:36.0210,-0.178,1.116,0.413,2.71,-1.77,-3.08,0.56,-0.39,0.78
2021-11-10 11:9:36.0320,-0.201,1.109,0.409,3.38,-1.42,-3.59,0.77,-0.16,0.83
2021-11-10 11:9:36.0420,-0.193,1.123,0.384,3.88,-1.26,-3.77,0.98,0.11,0.79
2021-11-10 11:9:36.0510,-0.195,1.121,0.342,3.91,-1.37,-3.67,1.17,0.39,0.75
2021-11-10 11:9:36.0620,-0.199,1.121,0.264,3.97,-1.44,-3.46,1.3,0.7,0.73
2021-11-10 11:9:36.0720,-0.174,1.149,0.167,4.09,-1.39,-2.92,1.35,0.99,0.7
2021-11-10 11:9:36.0820,-0.135,1.162,0.087,4.03,-1.61,-2.13,1.34,1.22,0.67
2021-11-10 11:9:36.0920,-0.092,1.148,0.028,3.74,-1.84,-1.32,1.32,1.41,0.64
2021-11-10 11:9:36.1020,-0.026,1.122,-0.03,3.4,-1.82,-0.8,1.26,1.52,0.6
2021-11-10 11:9:36.1120,0.079,1.094,-0.081,2.93,-1.6,-0.3,1.18,1.55,0.53
2021-11-10 11:9:36.1220,0.195,1.053,-0.135,2.08,-1.36,0.15,0.97,1.26,0.32
2021-11-10 11:9:36.1320,0.298,0.994,-0.178,0.99,-1.03,0.61,0.97,1.26,0.32
2021-11-10 11:9:36.1420,0.38,0.918,-0.186,-0.06,-0.53,1.05,0.85,1.0,0.2
2021-11-10 11:9:36.1520,0.453,0.875,-0.194,-0.91,0.17,1.2,0.71,0.33,-0.05
2021-11-10 11:9:36.1630,0.506,0.87,-0.216,-1.65,0.76,1.15,0.71,0.33,-0.05
2021-11-10 11:9:36.1720,0.519,0.871,-0.226,-2.29,0.92,1.31,0.63,-0.07,-0.17
2021-11-10 11:9:36.1810,0.526,0.87,-0.231,-2.56,0.89,1.37,0.55,-0.47,-0.21
2021-11-10 11:9:36.1920,0.507,0.867,-0.214,-2.66,0.91,1.4,0.48,-0.77,-0.21
2021-11-10 11:9:36.2010,0.451,0.84,-0.205,-2.64,0.91,1.23,0.44,-0.98,-0.19
2021-11-10 11:9:36.2120,0.371,0.796,-0.19,-2.22,1.08,1.03,0.41,-1.13,-0.17
2021-11-10 11:9:36.2210,0.286,0.751,-0.176,-1.57,1.46,0.87,0.38,-1.2,-0.15
2021-11-10 11:9:36.2310,0.234,0.743,-0.199,-0.7,1.94,0.62,0.34,-1.28,-0.15
2021-11-10 11:9:36.2410,0.18,0.749,-0.215,-0.12,2.17,0.65,0.15,-1.32,-0.22
2021-11-10 11:9:36.2510,0.118,0.749,-0.206,0.34,2.12,0.85,0.15,-1.32,-0.22
2021-11-10 11:9:36.2620,0.066,0.744,-0.179,0.88,2.09,0.82,0.1,-1.19,-0.19
2021-11-10 11:9:36.2720,0.047,0.767,-0.182,1.45,2.16,0.52,0.06,-1.04,-0.14
2021-11-10 11:9:36.2820,0.041,0.78,-0.18,1.71,2.03,0.42,0.04,-0.92,-0.09
2021-11-10 11:9:36.2920,0.048,0.787,-0.174,1.81,1.84,0.44,0.01,-0.78,-0.05
2021-11-10 11:9:36.3010,0.073,0.781,-0.196,1.77,1.75,0.33,-0.02,-0.71,-0.01
2021-11-10 11:9:36.3120,0.112,0.781,-0.207,1.6,1.77,0.44,-0.09,-0.6,0.0
2021-11-10 11:9:36.3210,0.142,0.766,-0.21,1.21,1.8,0.63,-0.09,-0.6,0.0
2021-11-10 11:9:36.3310,0.168,0.738,-0.223,0.88,1.85,0.65,-0.12,-0.56,-0.01
2021-11-10 11:9:36.3410,0.191,0.721,-0.245,0.62,2.12,0.74,-0.16,-0.54,-0.03
2021-11-10 11:9:36.3510,0.196,0.706,-0.265,0.34,2.34,0.94,-0.19,-0.53,-0.04
2021-11-10 11:9:36.3610,0.202,0.696,-0.294,0.23,2.48,1.15,-0.23,-0.51,-0.04
2021-11-10 11:9:36.3710,0.213,0.707,-0.324,0.19,2.62,1.41,-0.26,-0.52,-0.03
2021-11-10 11:9:36.3820,0.222,0.728,-0.338,0.09,2.6,1.73,-0.27,-0.54,-0.0
2021-11-10 11:9:36.3910,0.241,0.746,-0.349,-0.01,2.41,1.95,-0.27,-0.59,0.03
2021-11-10 11:9:36.4010,0.257,0.762,-0.345,-0.17,2.22,2.06,-0.25,-0.65,0.07
2021-11-10 11:9:36.4110,0.273,0.785,-0.328,-0.34,2.07,2.12,-0.21,-0.69,0.13
2021-11-10 11:9:36.4210,0.294,0.819,-0.304,-0.48,1.88,1.96,-0.17,-0.75,0.19
2021-11-10 11:9:36.4310,0.322,0.852,-0.267,-0.65,1.58,1.78,-0.17,-0.8,0.22
2021-11-10 11:9:36.4410,0.34,0.883,-0.224,-0.91,1.22,1.44,-0.25,-0.88,0.23
2021-11-10 11:9:36.4510,0.321,0.941,-0.165,-1.13,0.94,1.08,-0.37,-1.01,0.22
2021-11-10 11:9:36.4600,0.247,1.045,-0.1,-1.12,0.51,0.56,-0.4,-1.14,0.18
2021-11-10 11:9:36.4720,0.167,1.17,-0.082,-0.57,-0.35,-0.07,-0.32,-1.18,0.13
2021-11-10 11:9:36.4810,0.109,1.279,-0.148,0.26,-1.54,-0.51,-0.29,-1.09,0.03
2021-11-10 11:9:36.4910,0.05,1.355,-0.231,0.87,-2.7,-0.11,-0.29,-0.82,-0.07
2021-11-10 11:9:36.5010,0.026,1.403,-0.309,1.44,-3.56,0.7,-0.23,-0.43,-0.16
2021-11-10 11:9:36.5110,0.028,1.393,-0.401,1.81,-4.15,1.5,-0.1,-0.01,-0.22
2021-11-10 11:9:36.5210,0.039,1.346,-0.465,1.83,-4.27,2.34,0.14,0.28,-0.24
2021-11-10 11:9:36.5310,0.073,1.311,-0.468,1.75,-3.88,3.13,0.46,0.39,-0.27
2021-11-10 11:9:36.5410,0.131,1.287,-0.434,1.48,-3.46,3.32,0.79,0.36,-0.32
2021-11-10 11:9:36.5500,0.22,1.225,-0.399,1.0,-3.25,3.0,0.94,0.34,-0.31
2021-11-10 11:9:36.5610,0.279,1.192,-0.383,0.19,-2.8,2.53,0.99,0.3,-0.19
2021-11-10 11:9:36.5710,0.265,1.31,-0.291,-0.62,-2.23,2.26,1.15,0.17,-0.12
2021-11-10 11:9:36.5800,0.26,1.575,-0.162,-0.7,-2.75,1.6,1.3,0.14,-0.2
2021-11-10 11:9:36.5900,0.323,1.818,-0.087,-0.55,-4.96,0.24,1.02,0.36,-0.37
2021-11-10 11:9:36.6000,0.44,1.795,-0.117,-0.91,-7.67,-0.88,0.49,0.56,-0.54
2021-11-10 11:9:36.6100,0.407,1.403,-0.066,-2.04,-8.71,-0.84,0.13,0.75,-0.58
2021-11-10 11:9:36.6210,0.153,0.951,0.005,-2.55,-6.06,-0.93,0.19,0.81,-0.46
2021-11-10 11:9:36.6310,-0.073,0.718,0.008,-0.73,-1.35,-1.72,0.52,0.73,-0.34
2021-11-10 11:9:36.6410,-0.172,0.597,-0.069,1.87,1.75,-2.12,0.75,0.47,-0.23
2021-11-10 11:9:36.6510,-0.156,0.534,-0.138,3.25,3.18,-1.67,0.72,0.19,-0.07
2021-11-10 11:9:36.6610,-0.062,0.544,-0.15,3.55,4.03,-0.89,0.5,0.06,0.06
2021-11-10 11:9:36.6700,0.039,0.603,-0.128,2.81,4.18,-0.63,0.24,0.05,0.14
2021-11-10 11:9:36.6800,0.118,0.659,-0.069,1.82,3.72,-0.71,0.01,0.1,0.18
2021-11-10 11:9:36.6900,0.176,0.708,-0.012,0.99,3.11,-1.17,-0.2,0.14,0.16
2021-11-10 11:9:36.7000,0.217,0.774,0.029,0.35,2.64,-1.75,-0.38,0.13,0.14
2021-11-10 11:9:36.7110,0.249,0.886,0.042,-0.08,2.11,-2.16,-0.52,0.02,0.09
2021-11-10 11:9:36.7210,0.25,1.008,0.04,-0.45,1.18,-2.35,-0.61,-0.12,0.01
2021-11-10 11:9:36.7300,0.224,1.096,0.058,-0.59,-0.02,-2.3,-0.65,-0.23,-0.08
2021-11-10 11:9:36.7400,0.177,1.11,0.089,-0.45,-1.05,-2.31,-0.66,-0.29,-0.12
2021-11-10 11:9:36.7500,0.118,1.075,0.11,-0.06,-1.47,-2.55,-0.61,-0.26,-0.12
2021-11-10 11:9:36.7600,0.052,1.022,0.096,0.46,-1.23,-2.77,-0.5,-0.11,-0.09
2021-11-10 11:9:36.7700,0.0,0.965,0.048,1.1,-0.75,-2.74,-0.41,0.07,-0.08
2021-11-10 11:9:36.7800,-0.041,0.903,-0.003,1.67,-0.19,-2.32,-0.35,0.23,-0.08
2021-11-10 11:9:36.7900,-0.075,0.839,-0.044,2.1,0.4,-1.76,-0.36,0.4,-0.07
2021-11-10 11:9:36.8000,-0.096,0.796,-0.071,2.46,1.04,-1.28,-0.46,0.79,0.02
2021-11-10 11:9:36.8100,-0.092,0.783,-0.063,2.74,1.58,-0.89,-0.46,0.79,0.02
2021-11-10 11:9:36.8210,-0.05,0.792,-0.044,2.84,1.81,-0.78,-0.51,0.95,0.07
2021-11-10 11:9:36.8300,0.019,0.821,-0.011,2.58,1.81,-0.86,-0.55,1.05,0.1
2021-11-10 11:9:36.8400,0.089,0.864,0.017,2.01,1.6,-1.07,-0.55,1.09,0.1
2021-11-10 11:9:36.8500,0.144,0.904,0.038,0.75,0.81,-1.46,-0.52,1.07,0.1
2021-11-10 11:9:36.8600,0.198,0.934,0.048,0.75,0.81,-1.46,-0.47,1.05,0.09
2021-11-10 11:9:36.8700,0.236,0.947,0.05,0.24,0.47,-1.56,-0.43,1.02,0.08
2021-11-10 11:9:36.8800,0.253,0.941,0.056,-0.2,0.27,-1.52,-0.4,1.02,0.05
2021-11-10 11:9:36.8910,0.251,0.919,0.051,-0.41,0.26,-1.52,-0.36,1.06,0.02
2021-11-10 11:9:36.9000,0.244,0.9,0.035,-0.45,0.44,-1.47,-0.3,1.12,-0.01
2021-11-10 11:9:36.9100,0.242,0.888,0.009,-0.38,0.66,-1.3,-0.2,1.24,-0.1
2021-11-10 11:9:36.9200,0.251,0.888,-0.026,-0.32,0.8,-1.04,-0.2,1.24,-0.1
2021-11-10 11:9:36.9290,0.257,0.906,-0.06,-0.38,0.86,-0.68,-0.17,1.3,-0.15
2021-11-10 11:9:36.9400,0.265,0.931,-0.093,-0.47,0.76,-0.29,-0.14,1.32,-0.18
2021-11-10 11:9:36.9500,0.285,0.932,-0.108,-0.52,0.51,0.08,-0.12,1.31,-0.2
2021-11-10 11:9:36.9600,0.32,0.894,-0.125,-0.68,0.38,0.34,-0.11,1.29,-0.19
2021-11-10 11:9:36.9700,0.353,0.84,-0.147,-0.99,0.62,0.5,-0.09,1.26,-0.17
2021-11-10 11:9:36.9800,0.38,0.792,-0.172,-1.33,1.14,0.75,-0.06,1.21,-0.18
2021-11-10 11:9:36.9900,0.402,0.76,-0.207,-1.64,1.64,1.0,-0.05,1.14,-0.21
2021-11-10 11:9:37.0000,0.411,0.752,-0.234,-1.9,2.04,1.34,-0.07,1.04,-0.28
2021-11-10 11:9:37.0100,0.415,0.771,-0.248,-2.06,2.22,1.68,-0.12,0.92,-0.37
2021-11-10 11:9:37.0200,0.413,0.813,-0.242,-2.15,2.14,1.9,-0.18,0.74,-0.52
2021-11-10 11:9:37.0300,0.397,0.876,-0.22,-2.19,1.81,1.96,-0.18,0.74,-0.52
2021-11-10 11:9:37.0400,0.364,0.947,-0.206,-2.15,1.28,1.8,-0.21,0.71,-0.56
2021-11-10 11:9:37.0500,0.323,1.002,-0.182,-1.93,0.6,1.67,-0.26,0.7,-0.61
2021-11-10 11:9:37.0590,0.279,1.025,-0.146,-1.6,-0.02,1.53,-0.26,0.7,-0.61
2021-11-10 11:9:37.0700,0.244,1.033,-0.117,-1.24,-0.33,1.24,-0.27,0.73,-0.62
2021-11-10 11:9:37.0790,0.238,1.025,-0.099,-0.89,-0.45,0.96,-0.29,0.78,-0.61
2021-11-10 11:9:37.0890,0.257,1.001,-0.097,-0.77,-0.43,0.77,-0.3,0.87,-0.56
2021-11-10 11:9:37.0990,0.313,0.968,-0.108,-0.91,-0.24,0.75,-0.31,0.92,-0.44
2021-11-10 11:9:37.1100,0.397,0.94,-0.136,-1.35,0.08,0.84,-0.33,0.87,-0.3
2021-11-10 11:9:37.1190,0.487,0.915,-0.178,-2.11,0.38,1.11,-0.35,0.74,-0.16
2021-11-10 11:9:37.1290,0.56,0.907,-0.23,-3.0,0.64,1.5,-0.4,0.58,-0.03
2021-11-10 11:9:37.1380,0.588,0.932,-0.273,-3.8,0.8,2.05,-0.45,0.45,0.08
2021-11-10 11:9:37.1490,0.567,0.988,-0.279,-4.26,0.69,2.59,-0.63,0.28,0.22
2021-11-10 11:9:37.1600,0.522,1.066,-0.261,-4.19,0.23,2.86,-0.71,0.21,0.23
2021-11-10 11:9:37.1700,0.47,1.161,-0.215,-3.79,-0.46,2.82,-0.75,0.15,0.21
2021-11-10 11:9:37.1790,0.425,1.256,-0.144,-3.25,-1.35,2.56,-0.75,0.15,0.21
2021-11-10 11:9:37.1900,0.364,1.354,-0.078,-2.78,-2.3,2.0,-0.72,0.13,0.22
2021-11-10 11:9:37.2000,0.274,1.446,-0.005,-2.24,-3.26,1.39,-0.67,0.14,0.24
2021-11-10 11:9:37.2090,0.179,1.512,0.078,-1.44,-4.2,0.77,-0.42,0.16,0.28
2021-11-10 11:9:37.2200,0.086,1.525,0.144,-0.45,-4.98,0.04,-0.42,0.16,0.28
2021-11-10 11:9:37.2290,-0.019,1.492,0.214,0.46,-5.32,-0.67,-0.2,0.19,0.32
2021-11-10 11:9:37.2390,-0.108,1.413,0.321,1.5,-5.17,-1.26,0.26,0.3,0.54
2021-11-10 11:9:37.2490,-0.169,1.287,0.4,2.51,-4.57,-2.21,0.26,0.3,0.54
2021-11-10 11:9:37.2580,-0.203,1.156,0.419,3.27,-3.5,-3.22,0.52,0.41,0.66
2021-11-10 11:9:37.2690,-0.202,1.04,0.41,3.77,-2.19,-3.65,0.76,0.48,0.76
2021-11-10 11:9:37.2780,-0.176,0.933,0.364,3.96,-1.02,-3.73,0.92,0.55,0.83
2021-11-10 11:9:37.2880,-0.135,0.858,0.297,3.88,0.07,-3.5,1.03,0.65,0.87
2021-11-10 11:9:37.2990,-0.092,0.835,0.218,3.58,0.93,-2.99,1.09,0.8,0.9
2021-11-10 11:9:37.3090,-0.048,0.873,0.126,3.27,1.35,-2.34,1.22,1.19,0.96
2021-11-10 11:9:37.3190,-0.015,0.953,0.023,2.91,1.17,-1.58,1.22,1.19,0.96
2021-11-10 11:9:37.3290,0.035,1.078,-0.075,2.66,0.5,-0.68,1.28,1.34,0.95
2021-11-10 11:9:37.3380,0.086,1.213,-0.134,2.32,-0.58,0.23,1.33,1.42,0.86
2021-11-10 11:9:37.3490,0.127,1.296,-0.155,1.89,-1.96,0.9,1.3,1.41,0.7
2021-11-10 11:9:37.3590,0.187,1.29,-0.172,1.07,-3.34,1.21,1.06,1.04,0.25
2021-11-10 11:9:37.3690,0.282,1.216,-0.187,0.27,-2.84,1.3,0.94,0.8,0.02
2021-11-10 11:9:37.3790,0.367,1.086,-0.2,0.27,-2.84,1.3,0.94,0.8,0.02
2021-11-10 11:9:37.3890,0.417,0.94,-0.208,-0.68,-1.76,1.37,0.82,0.55,-0.14
2021-11-10 11:9:37.3990,0.461,0.836,-0.205,-1.29,-0.31,1.43,0.71,0.32,-0.21
2021-11-10 11:9:37.4080,0.508,0.799,-0.23,-1.72,0.92,1.35,0.55,-0.26,-0.26
2021-11-10 11:9:37.4190,0.526,0.809,-0.256,-2.22,1.53,1.42,0.55,-0.26,-0.26
2021-11-10 11:9:37.4290,0.502,0.834,-0.242,-2.58,1.57,1.67,0.52,-0.61,-0.3
2021-11-10 11:9:37.4390,0.441,0.834,-0.201,-2.52,1.33,1.63,0.51,-0.91,-0.3
2021-11-10 11:9:37.4490,0.367,0.817,-0.176,-2.08,1.23,1.2,0.48,-1.24,-0.22
2021-11-10 11:9:37.4600,0.292,0.795,-0.164,-1.41,1.34,0.79,0.48,-1.24,-0.22
2021-11-10 11:9:37.4680,0.212,0.772,-0.137,-0.71,1.55,0.59,0.46,-1.25,-0.18
2021-11-10 11:9:37.4790,0.134,0.755,-0.124,0.04,1.78,0.3,0.44,-1.17,-0.14
2021-11-10 11:9:37.4890,0.073,0.755,-0.16,0.78,1.98,0.0,0.44,-1.1,-0.11
2021-11-10 11:9:37.4990,0.055,0.788,-0.193,1.48,2.06,0.12,0.43,-1.06,-0.1
2021-11-10 11:9:37.5090,0.049,0.816,-0.215,1.76,1.84,0.47,0.3,-0.85,-0.1
2021-11-10 11:9:37.5190,0.046,0.827,-0.219,1.83,1.5,0.64,0.3,-0.85,-0.1
2021-11-10 11:9:37.5290,0.057,0.822,-0.224,1.83,1.32,0.73,0.19,-0.71,-0.08
